Country,Region,Oil Gas,Production source,Upstream Downstream,Reason,Abatement technology,Emissions,Possible Savings,Cost
Peru,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,4.349999904632568,4.349999904632568,-0.7099999785423279
Russia,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,861.2000122070312,688.9600219726562,-0.7099999785423279
Germany,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.5,0.5,-0.699999988079071
Germany,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0,0,-0.699999988079071
Germany,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.10000000149011612,0.10000000149011612,-0.699999988079071
India,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,28.31999969482422,24.079999923706055,-0.6899999976158142
Bangladesh,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,51.099998474121094,43.43000030517578,-0.6899999976158142
Pakistan,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,61.16999816894531,52,-0.6899999976158142
Pakistan,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.12999999523162842,0.10999999940395355,-0.6899999976158142
Bangladesh,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.029999999329447746,0.029999999329447746,-0.6899999976158142
India,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.3700000047683716,0.3100000023841858,-0.6899999976158142
Other,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,28.469999313354492,28.469999313354492,-0.6800000071525574
Poland,Europe,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.05999999865889549,0.05000000074505806,-0.6499999761581421
Poland,Europe,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.029999999329447746,-0.6499999761581421
Denmark,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.3700000047683716,0.3700000047683716,-0.6499999761581421
Ukraine,Europe,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,-0.6499999761581421
Denmark,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.019999999552965164,0.019999999552965164,-0.6499999761581421
Denmark,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.07999999821186066,0.07999999821186066,-0.6499999761581421
Ukraine,Europe,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.6499999761581421,0.550000011920929,-0.6499999761581421
Brazil,Latin America,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,9.90999984741211,8.420000076293945,-0.6399999856948853
Brazil,Latin America,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,16.110000610351562,13.6899995803833,-0.6399999856948853
Uzbekistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,16.190000534057617,16.190000534057617,-0.6200000047683716
Indonesia,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,11.149999618530273,9.479999542236328,-0.6200000047683716
Azerbaijan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.10999999940395355,0.10999999940395355,-0.6200000047683716
Kazakhstan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,9.600000381469727,9.600000381469727,-0.6200000047683716
Turkmenistan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,67.58000183105469,67.58000183105469,-0.6200000047683716
Indonesia,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.6399999856948853,0.5400000214576721,-0.6200000047683716
Turkmenistan,Russia & Caspian,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.4699999988079071,0.4699999988079071,-0.6100000143051147
Uzbekistan,Russia & Caspian,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,1.1799999475479126,1.1799999475479126,-0.6100000143051147
Azerbaijan,Russia & Caspian,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,4.670000076293945,4.670000076293945,-0.6100000143051147
Kazakhstan,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.03999999910593033,0.03999999910593033,-0.6100000143051147
Kazakhstan,Russia & Caspian,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,2.4200000762939453,2.4200000762939453,-0.6100000143051147
Azerbaijan,Russia & Caspian,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,3.0199999809265137,3.0199999809265137,-0.6100000143051147
Kazakhstan,Russia & Caspian,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.8799999952316284,0.8799999952316284,-0.6100000143051147
Turkmenistan,Russia & Caspian,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,1.9199999570846558,1.9199999570846558,-0.6100000143051147
Turkmenistan,Russia & Caspian,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,3.859999895095825,3.859999895095825,-0.6100000143051147
Turkmenistan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.029999999329447746,0.029999999329447746,-0.6000000238418579
Azerbaijan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-0.6000000238418579
Uzbekistan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-0.6000000238418579
Ecuador,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.6000000238418579
Kazakhstan,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.4099999964237213,0.4099999964237213,-0.6000000238418579
ROETE,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.699999988079071,0.699999988079071,-0.5899999737739563
Ukraine,Europe,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,2.0899999141693115,1.9800000190734863,-0.5899999737739563
United Kingdom,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.5600000023841858
United Kingdom,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.5600000023841858
Japan,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0,0,-0.5600000023841858
Italy,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Denmark,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Romania,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Romania,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Poland,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Poland,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
OEU17,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
OEU17,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
OEU7,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
OEU7,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Denmark,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Netherlands,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Germany,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Germany,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Japan,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.029999999329447746,0.019999999552965164,-0.5600000023841858
Italy,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.019999999552965164,0.019999999552965164,-0.5600000023841858
New Zealand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.36000001430511475,0.3100000023841858,-0.5600000023841858
Netherlands,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5600000023841858
OASEAN9,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.12999999523162842,0.10999999940395355,-0.5199999809265137
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,8.760000228881836,7.449999809265137,-0.5199999809265137
Vietnam,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.03999999910593033,0.029999999329447746,-0.5199999809265137
Brunei,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0,0,-0.5199999809265137
Malaysia,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.03999999910593033,0.029999999329447746,-0.5199999809265137
Thailand,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,16.43000030517578,13.970000267028809,-0.5199999809265137
Philippines,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,1.8300000429153442,1.5499999523162842,-0.5199999809265137
Philippines,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.029999999329447746,0.029999999329447746,-0.5199999809265137
Malaysia,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,12.5,10.630000114440918,-0.5199999809265137
Thailand,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.09000000357627869,0.07999999821186066,-0.5199999809265137
Vietnam,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,4.179999828338623,3.549999952316284,-0.5199999809265137
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,0.8999999761581421,0.7599999904632568,-0.5199999809265137
Indonesia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,0.949999988079071,0.949999988079071,-0.5
Peru,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5
Peru,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.5
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install plunger,0,0,-0.5
Australia,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,13.470000267028809,13.470000267028809,-0.4699999988079071
Brazil,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.44999998807907104
Brazil,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0.03999999910593033,0.03999999910593033,-0.44999998807907104
Venezuela,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.4399999976158142
Venezuela,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.019999999552965164,0.019999999552965164,-0.4399999976158142
Colombia,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.4399999976158142
Argentina,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.41999998688697815
Argentina,Latin America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.41999998688697815
Other,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.5099999904632568,0.4399999976158142,-0.4099999964237213
Other,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.7300000190734863,0.6200000047683716,-0.4099999964237213
Poland,Europe,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,0.41999998688697815,0.4000000059604645,-0.3799999952316284
Poland,Europe,Oil,Offshore oil,Upstream,Incomplete-flare,Vapour recovery units,0.1899999976158142,0.18000000715255737,-0.3799999952316284
ROETE,Europe,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,0.23999999463558197,0.23000000417232513,-0.3799999952316284
Australia,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,4.639999866485596,4.639999866485596,-0.3700000047683716
Russia,Russia & Caspian,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,163.00999450683594,163.00999450683594,-0.3499999940395355
Russia,Russia & Caspian,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0.009999999776482582,0.009999999776482582,-0.3499999940395355
Mexico,North America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,1.649999976158142,1.399999976158142,-0.3199999928474426
Mexico,North America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,3.109999895095825,2.640000104904175,-0.3199999928474426
Mexico,North America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.15000000596046448,0.12999999523162842,-0.3199999928474426
Brazil,Latin America,Oil,Offshore oil,Upstream,Incomplete-flare,Vapour recovery units,22.530000686645508,21.40999984741211,-0.30000001192092896
Brazil,Latin America,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,1.8799999952316284,1.7799999713897705,-0.30000001192092896
Brazil,Latin America,Oil,Unconventional oil,Upstream,Incomplete-flare,Vapour recovery units,0.009999999776482582,0.009999999776482582,-0.30000001192092896
New Zealand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,0.800000011920929,0.800000011920929,-0.30000001192092896
New Zealand,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,0.12999999523162842,0.12999999523162842,-0.30000001192092896
Cuba,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,1.2599999904632568,1.0700000524520874,-0.23999999463558197
Ecuador,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.12999999523162842,0.10999999940395355,-0.23999999463558197
Trinidad,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.23999999463558197
Trinidad,Latin America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.30000001192092896,0.25,-0.23999999463558197
Argentina,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,16.790000915527344,14.270000457763672,-0.23999999463558197
Argentina,Latin America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,27.84000015258789,23.670000076293945,-0.23999999463558197
Bolivia,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,20.799999237060547,17.68000030517578,-0.23999999463558197
Colombia,Latin America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,6.690000057220459,5.690000057220459,-0.23999999463558197
Peru,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,8.539999961853027,7.260000228881836,-0.23999999463558197
Peru,Latin America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.800000011920929,0.6800000071525574,-0.23999999463558197
Argentina,Latin America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,5.010000228881836,4.260000228881836,-0.23999999463558197
Russia,Russia & Caspian,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.9599999785423279,0.9599999785423279,-0.23999999463558197
Argentina,Latin America,Oil,Unconventional oil,Upstream,Fugitive,Upstream LDAR,2.6600000858306885,2.259999990463257,-0.23999999463558197
Colombia,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,5.699999809265137,4.840000152587891,-0.23999999463558197
Colombia,Latin America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0,0,-0.23999999463558197
Venezuela,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,81.73999786376953,69.4800033569336,-0.23999999463558197
Trinidad,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.699999988079071,0.6000000238418579,-0.23999999463558197
